time, alt, vknot, gvw, DYNANG, Nmr, Ntr, Nt, N1, N2, N3, Qmr, Qtr, Q1, Q2, Q3, qgas1, qgas2, qgas3, qtotload, qmrload, qtrload
22.374, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.38, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.386, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.392, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.987, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.398, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.404, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.41, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.416, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.56, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.422, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.428, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.434, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.44, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.446, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.452, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.458, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.464, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.47, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.476, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.482, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.488, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.494, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.5, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.506, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.512, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.518, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.524, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.53, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.536, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.542, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.548, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.554, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.56, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.566, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.572, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.578, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.584, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.59, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.596, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.602, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.988, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.608, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.614, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.62, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.626, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.632, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.638, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.644, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.65, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.656, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.662, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.668, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.674, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.68, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.686, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.692, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.698, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.704, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.71, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.716, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.55, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.722, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.728, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.734, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.74, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.746, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.752, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.758, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.764, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.77, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.776, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.782, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.788, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.794, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.8, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.806, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.812, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.818, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.824, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.989, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.83, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.836, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.842, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.848, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.854, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.86, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.866, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.872, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.878, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.884, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.89, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.896, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.902, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.908, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.914, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.92, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.1, 1215.1, 1215.1, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.926, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.932, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.938, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.944, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.95, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.956, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.962, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.968, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.974, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.98, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.986, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.992, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
22.998, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.004, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.01, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.016, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.022, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.028, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.034, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.04, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.046, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.54, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.052, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.058, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.99, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.064, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.07, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.076, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.082, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.088, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.094, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.1, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.106, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.112, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.118, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.124, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
23.13, 3000, 0.01, 46000, 70, 21420, 21420, 21420, 21420, 21420, 21420, 3188.53, 408.991, 1215.09, 1215.09, 1215.09, 1330.27, 1330.27, 1330.27, 2497.86, 2288.16, 209.695,
