time, alt, vknot, gvw, DYNANG, Nmr, Ntr, Nt, N1, N2, N3, Qmr, Qtr, Q1, Q2, Q3, qgas1, qgas2, qgas3, qtotload, qmrload, qtrload
11.64, 3000, 0.01, 46000, 70, 18007.2, 17985.8, 18001.1, 18001.4, 18001.4, 18001.4, 3284.21, 388.448, 1236.31, 1236.31, 1236.31, 1330.27, 1330.27, 1330.27, 2972.17, 2722.39, 249.784,
11.646, 3000, 0.01, 46000, 70, 18010.9, 17989.9, 18005.9, 18006.2, 18006.2, 18006.2, 3283.31, 393.244, 1237.78, 1237.8, 1237.78, 1330.27, 1330.27, 1330.27, 2971.56, 2721.83, 249.734,
11.652, 3000, 0.01, 46000, 70, 18014.6, 17994.5, 18010.6, 18010.9, 18010.9, 18010.9, 3282.59, 398.177, 1239.29, 1239.33, 1239.29, 1330.27, 1330.27, 1330.27, 2970.95, 2721.27, 249.678,
11.658, 3000, 0.01, 46000, 70, 18018.3, 17999.5, 18015.3, 18015.6, 18015.6, 18015.6, 3282.02, 403.076, 1240.79, 1240.85, 1240.79, 1330.27, 1330.27, 1330.27, 2970.33, 2720.71, 249.614,
11.664, 3000, 0.01, 46000, 70, 18022, 18005.1, 18019.9, 18020.2, 18020.2, 18020.2, 3281.62, 407.772, 1242.25, 1242.3, 1242.25, 1330.27, 1330.27, 1330.27, 2969.7, 2720.16, 249.544,
11.67, 3000, 0.01, 46000, 70, 18025.7, 18011, 18024.4, 18024.7, 18024.7, 18024.7, 3281.35, 412.107, 1243.59, 1243.63, 1243.59, 1330.27, 1330.27, 1330.27, 2969.06, 2719.6, 249.467,
11.676, 3000, 0.01, 46000, 70, 18029.4, 18017.4, 18028.9, 18029.1, 18029.1, 18029.1, 3281.21, 415.937, 1244.8, 1244.81, 1244.8, 1330.27, 1330.27, 1330.27, 2968.42, 2719.04, 249.385,
11.682, 3000, 0.01, 46000, 70, 18033.1, 18024, 18033.4, 18033.5, 18033.5, 18033.5, 3281.2, 419.139, 1245.82, 1245.8, 1245.82, 1330.27, 1330.27, 1330.27, 2967.77, 2718.48, 249.297,
11.688, 3000, 0.01, 46000, 70, 18036.8, 18030.9, 18037.8, 18037.9, 18037.9, 18037.9, 3281.29, 421.613, 1246.62, 1246.58, 1246.62, 1330.27, 1330.27, 1330.27, 2967.12, 2717.92, 249.205,
11.694, 3000, 0.01, 46000, 70, 18040.6, 18038, 18042.1, 18042.2, 18042.2, 18042.2, 3281.49, 423.283, 1247.19, 1247.14, 1247.19, 1330.27, 1330.27, 1330.27, 2966.46, 2717.35, 249.109,
11.7, 3000, 0.01, 46000, 70, 18044.3, 18045.2, 18046.4, 18046.5, 18046.5, 18046.5, 3281.78, 424.106, 1247.53, 1247.47, 1247.53, 1330.27, 1330.27, 1330.27, 2965.8, 2716.79, 249.012,
11.706, 3000, 0.01, 46000, 70, 18048.1, 18052.3, 18050.8, 18050.8, 18050.8, 18050.8, 3282.17, 424.065, 1247.62, 1247.58, 1247.62, 1330.27, 1330.27, 1330.27, 2965.14, 2716.23, 248.913,
11.712, 3000, 0.01, 46000, 70, 18051.9, 18059.4, 18055.1, 18055, 18055, 18055, 3282.65, 423.173, 1247.48, 1247.47, 1247.48, 1330.27, 1330.27, 1330.27, 2964.47, 2715.66, 248.815,
11.718, 3000, 0.01, 46000, 70, 18055.6, 18066.2, 18059.4, 18059.3, 18059.3, 18059.3, 3283.22, 421.474, 1247.14, 1247.16, 1247.14, 1330.27, 1330.27, 1330.27, 2963.81, 2715.09, 248.718,
11.724, 3000, 0.01, 46000, 70, 18059.4, 18072.8, 18063.8, 18063.6, 18063.6, 18063.6, 3283.88, 419.036, 1246.62, 1246.66, 1246.62, 1330.27, 1330.27, 1330.27, 2963.15, 2714.52, 248.623,
11.73, 3000, 0.01, 46000, 70, 18063.2, 18079.1, 18068.1, 18068, 18068, 18068, 3284.63, 415.951, 1245.96, 1246.01, 1245.96, 1330.27, 1330.27, 1330.27, 2962.49, 2713.96, 248.532,
11.736, 3000, 0.01, 46000, 70, 18067, 18085.1, 18072.5, 18072.4, 18072.4, 18072.4, 3285.48, 412.332, 1245.19, 1245.25, 1245.19, 1330.27, 1330.27, 1330.27, 2961.83, 2713.38, 248.445,
11.742, 3000, 0.01, 46000, 70, 18070.9, 18090.6, 18077, 18076.8, 18076.8, 18076.8, 3286.42, 408.306, 1244.37, 1244.41, 1244.37, 1330.27, 1330.27, 1330.27, 2961.18, 2712.81, 248.364,
11.748, 3000, 0.01, 46000, 70, 18074.7, 18095.7, 18081.4, 18081.3, 18081.2, 18081.3, 3287.46, 404.014, 1243.52, 1243.54, 1243.52, 1330.27, 1330.27, 1330.27, 2960.53, 2712.24, 248.288,
11.754, 3000, 0.01, 46000, 70, 18078.6, 18100.4, 18085.9, 18085.8, 18085.8, 18085.8, 3288.6, 399.601, 1242.7, 1242.69, 1242.7, 1330.27, 1330.27, 1330.27, 2959.88, 2711.66, 248.218,
11.76, 3000, 0.01, 46000, 70, 18082.4, 18104.6, 18090.4, 18090.3, 18090.3, 18090.3, 3289.85, 395.212, 1241.95, 1241.91, 1241.95, 1330.27, 1330.27, 1330.27, 2959.24, 2711.08, 248.154,
11.766, 3000, 0.01, 46000, 70, 18086.3, 18108.4, 18095, 18094.9, 18094.9, 18094.9, 3291.21, 390.991, 1241.3, 1241.25, 1241.3, 1330.27, 1330.27, 1330.27, 2958.6, 2710.5, 248.096,
11.772, 3000, 0.01, 46000, 70, 18090.2, 18111.8, 18099.6, 18099.5, 18099.5, 18099.5, 3292.69, 387.07, 1240.79, 1240.74, 1240.79, 1330.27, 1330.27, 1330.27, 2957.97, 2709.92, 248.044,
11.778, 3000, 0.01, 46000, 70, 18094.1, 18114.8, 18104.2, 18104.1, 18104.2, 18104.1, 3294.27, 383.57, 1240.46, 1240.41, 1240.46, 1330.27, 1330.27, 1330.27, 2957.33, 2709.34, 247.998,
11.784, 3000, 0.01, 46000, 70, 18098.1, 18117.6, 18108.8, 18108.8, 18108.8, 18108.8, 3295.96, 380.594, 1240.32, 1240.29, 1240.32, 1330.27, 1330.27, 1330.27, 2956.71, 2708.75, 247.956,
11.79, 3000, 0.01, 46000, 70, 18102, 18120.1, 18113.4, 18113.5, 18113.5, 18113.5, 3297.76, 378.224, 1240.39, 1240.4, 1240.39, 1330.27, 1330.27, 1330.27, 2956.08, 2708.16, 247.918,
11.796, 3000, 0.01, 46000, 70, 18106, 18122.4, 18118, 18118.1, 18118.1, 18118.1, 3299.66, 376.521, 1240.7, 1240.74, 1240.7, 1330.27, 1330.27, 1330.27, 2955.45, 2707.57, 247.884,
11.802, 3000, 0.01, 46000, 70, 18110, 18124.7, 18122.6, 18122.7, 18122.7, 18122.7, 3301.66, 375.519, 1241.24, 1241.29, 1241.24, 1330.27, 1330.27, 1330.27, 2954.83, 2706.97, 247.852,
11.808, 3000, 0.01, 46000, 70, 18114, 18126.9, 18127.1, 18127.3, 18127.3, 18127.3, 3303.76, 375.231, 1242.01, 1242.07, 1242.01, 1330.27, 1330.27, 1330.27, 2954.2, 2706.38, 247.821,
11.814, 3000, 0.01, 46000, 70, 18118.1, 18129.2, 18131.6, 18131.8, 18131.8, 18131.8, 3305.93, 375.641, 1243, 1243.05, 1243, 1330.27, 1330.27, 1330.27, 2953.57, 2705.78, 247.791,
11.82, 3000, 0.01, 46000, 70, 18122.1, 18131.6, 18136.1, 18136.3, 18136.3, 18136.3, 3308.17, 376.713, 1244.19, 1244.21, 1244.19, 1330.27, 1330.27, 1330.27, 2952.93, 2705.17, 247.76,
11.826, 3000, 0.01, 46000, 70, 18126.2, 18134.1, 18140.5, 18140.7, 18140.7, 18140.7, 3310.46, 378.385, 1245.54, 1245.53, 1245.54, 1330.27, 1330.27, 1330.27, 2952.29, 2704.57, 247.727,
11.832, 3000, 0.01, 46000, 70, 18130.3, 18136.9, 18144.8, 18145.1, 18145.1, 18145.1, 3312.81, 380.579, 1247.02, 1246.99, 1247.02, 1330.27, 1330.27, 1330.27, 2951.65, 2703.96, 247.692,
11.838, 3000, 0.01, 46000, 70, 18134.4, 18139.9, 18149, 18149.3, 18149.3, 18149.3, 3315.17, 383.199, 1248.6, 1248.55, 1248.6, 1330.27, 1330.27, 1330.27, 2951, 2703.35, 247.655,
11.844, 3000, 0.01, 46000, 70, 18138.6, 18143.2, 18153.2, 18153.5, 18153.5, 18153.5, 3317.56, 386.137, 1250.23, 1250.17, 1250.23, 1330.27, 1330.27, 1330.27, 2950.35, 2702.73, 247.613,
11.85, 3000, 0.01, 46000, 70, 18142.7, 18146.9, 18157.3, 18157.6, 18157.6, 18157.6, 3319.94, 389.275, 1251.86, 1251.82, 1251.86, 1330.27, 1330.27, 1330.27, 2949.68, 2702.12, 247.568,
11.856, 3000, 0.01, 46000, 70, 18146.9, 18150.8, 18161.3, 18161.6, 18161.6, 18161.6, 3322.3, 392.492, 1253.47, 1253.45, 1253.47, 1330.27, 1330.27, 1330.27, 2949.01, 2701.5, 247.518,
11.862, 3000, 0.01, 46000, 70, 18151.1, 18155.1, 18165.3, 18165.6, 18165.6, 18165.6, 3324.63, 395.667, 1255.02, 1255.02, 1255.02, 1330.27, 1330.27, 1330.27, 2948.34, 2700.87, 247.464,
11.868, 3000, 0.01, 46000, 70, 18155.3, 18159.7, 18169.2, 18169.4, 18169.4, 18169.4, 3326.91, 398.682, 1256.46, 1256.49, 1256.46, 1330.27, 1330.27, 1330.27, 2947.65, 2700.25, 247.406,
11.874, 3000, 0.01, 46000, 70, 18159.6, 18164.5, 18173, 18173.2, 18173.2, 18173.2, 3329.13, 401.429, 1257.77, 1257.82, 1257.77, 1330.27, 1330.27, 1330.27, 2946.96, 2699.62, 247.343,
11.88, 3000, 0.01, 46000, 70, 18163.8, 18169.6, 18176.7, 18176.9, 18176.9, 18176.9, 3331.27, 403.81, 1258.91, 1258.97, 1258.91, 1330.27, 1330.27, 1330.27, 2946.27, 2698.99, 247.277,
11.886, 3000, 0.01, 46000, 70, 18168.1, 18174.9, 18180.4, 18180.6, 18180.6, 18180.6, 3333.33, 405.742, 1259.88, 1259.93, 1259.88, 1330.27, 1330.27, 1330.27, 2945.57, 2698.36, 247.208,
11.892, 3000, 0.01, 46000, 70, 18172.3, 18180.3, 18184.1, 18184.2, 18184.2, 18184.2, 3335.29, 407.161, 1260.65, 1260.68, 1260.65, 1330.27, 1330.27, 1330.27, 2944.86, 2697.73, 247.136,
11.898, 3000, 0.01, 46000, 70, 18176.6, 18185.9, 18187.7, 18187.8, 18187.8, 18187.8, 3337.15, 408.021, 1261.2, 1261.21, 1261.2, 1330.27, 1330.27, 1330.27, 2944.15, 2697.09, 247.062,
11.904, 3000, 0.01, 46000, 70, 18180.9, 18191.4, 18191.3, 18191.4, 18191.4, 18191.4, 3338.9, 408.298, 1261.54, 1261.52, 1261.54, 1330.27, 1330.27, 1330.27, 2943.44, 2696.45, 246.987,
11.91, 3000, 0.01, 46000, 70, 18185.3, 18196.9, 18194.9, 18194.9, 18194.9, 18194.9, 3340.53, 407.986, 1261.66, 1261.62, 1261.66, 1330.27, 1330.27, 1330.27, 2942.73, 2695.82, 246.912,
11.916, 3000, 0.01, 46000, 70, 18189.6, 18202.3, 18198.5, 18198.5, 18198.5, 18198.5, 3342.04, 407.104, 1261.58, 1261.52, 1261.58, 1330.27, 1330.27, 1330.27, 2942.01, 2695.18, 246.838,
11.922, 3000, 0.01, 46000, 70, 18193.9, 18207.5, 18202.1, 18202, 18202, 18202, 3343.43, 405.688, 1261.3, 1261.25, 1261.3, 1330.27, 1330.27, 1330.27, 2941.3, 2694.54, 246.765,
11.928, 3000, 0.01, 46000, 70, 18198.3, 18212.6, 18205.7, 18205.6, 18205.6, 18205.6, 3344.7, 403.793, 1260.85, 1260.81, 1260.85, 1330.27, 1330.27, 1330.27, 2940.59, 2693.89, 246.693,
11.934, 3000, 0.01, 46000, 70, 18202.6, 18217.4, 18209.3, 18209.2, 18209.2, 18209.2, 3345.85, 401.49, 1260.25, 1260.25, 1260.25, 1330.27, 1330.27, 1330.27, 2939.87, 2693.25, 246.625,
11.94, 3000, 0.01, 46000, 70, 18207, 18222, 18213, 18212.8, 18212.9, 18212.8, 3346.88, 398.864, 1259.55, 1259.57, 1259.55, 1330.27, 1330.27, 1330.27, 2939.16, 2692.61, 246.559,
11.946, 3000, 0.01, 46000, 70, 18211.4, 18226.3, 18216.7, 18216.5, 18216.5, 18216.5, 3347.81, 396.007, 1258.77, 1258.81, 1258.77, 1330.27, 1330.27, 1330.27, 2938.46, 2691.96, 246.497,
11.952, 3000, 0.01, 46000, 70, 18215.7, 18230.3, 18220.4, 18220.2, 18220.2, 18220.2, 3348.62, 393.021, 1257.94, 1258, 1257.94, 1330.27, 1330.27, 1330.27, 2937.75, 2691.31, 246.44,
11.958, 3000, 0.01, 46000, 70, 18220.1, 18233.9, 18224.2, 18224, 18224, 18224, 3349.33, 390.01, 1257.11, 1257.16, 1257.11, 1330.27, 1330.27, 1330.27, 2937.05, 2690.67, 246.386,
11.964, 3000, 0.01, 46000, 70, 18224.5, 18237.3, 18228, 18227.8, 18227.8, 18227.8, 3349.94, 387.076, 1256.3, 1256.33, 1256.3, 1330.27, 1330.27, 1330.27, 2936.36, 2690.02, 246.336,
11.97, 3000, 0.01, 46000, 70, 18228.9, 18240.4, 18231.8, 18231.7, 18231.7, 18231.7, 3350.46, 384.319, 1255.54, 1255.55, 1255.54, 1330.27, 1330.27, 1330.27, 2935.66, 2689.37, 246.29,
11.976, 3000, 0.01, 46000, 70, 18233.3, 18243.3, 18235.7, 18235.5, 18235.5, 18235.5, 3350.89, 381.829, 1254.86, 1254.84, 1254.86, 1330.27, 1330.27, 1330.27, 2934.97, 2688.73, 246.249,
11.982, 3000, 0.01, 46000, 70, 18237.7, 18245.9, 18239.6, 18239.5, 18239.5, 18239.5, 3351.24, 379.687, 1254.27, 1254.23, 1254.27, 1330.27, 1330.27, 1330.27, 2934.29, 2688.08, 246.21,
11.988, 3000, 0.01, 46000, 70, 18242.1, 18248.4, 18243.5, 18243.4, 18243.4, 18243.4, 3351.5, 377.96, 1253.79, 1253.74, 1253.79, 1330.27, 1330.27, 1330.27, 2933.6, 2687.43, 246.174,
11.994, 3000, 0.01, 46000, 70, 18246.5, 18250.7, 18247.4, 18247.4, 18247.4, 18247.4, 3351.69, 376.702, 1253.44, 1253.39, 1253.44, 1330.27, 1330.27, 1330.27, 2932.92, 2686.78, 246.141,
12, 3000, 0.01, 46000, 70, 18250.9, 18253, 18251.4, 18251.3, 18251.4, 18251.3, 3351.81, 375.947, 1253.22, 1253.18, 1253.22, 1330.27, 1330.27, 1330.27, 2932.24, 2686.13, 246.109,
12.006, 3000, 0.01, 46000, 70, 18255.3, 18255.2, 18255.3, 18255.3, 18255.3, 18255.3, 3351.85, 375.715, 1253.13, 1253.12, 1253.13, 1330.27, 1330.27, 1330.27, 2931.56, 2685.48, 246.079,
12.012, 3000, 0.01, 46000, 70, 18259.7, 18257.5, 18259.3, 18259.3, 18259.3, 18259.3, 3351.82, 376.003, 1253.17, 1253.19, 1253.17, 1330.27, 1330.27, 1330.27, 2930.88, 2684.83, 246.049,
12.018, 3000, 0.01, 46000, 70, 18264.1, 18259.9, 18263.3, 18263.3, 18263.3, 18263.3, 3351.71, 376.797, 1253.34, 1253.38, 1253.34, 1330.27, 1330.27, 1330.27, 2930.2, 2684.18, 246.018,
12.024, 3000, 0.01, 46000, 70, 18268.6, 18262.4, 18267.2, 18267.3, 18267.3, 18267.3, 3351.53, 378.06, 1253.62, 1253.67, 1253.62, 1330.27, 1330.27, 1330.27, 2929.52, 2683.54, 245.986,
12.03, 3000, 0.01, 46000, 70, 18273, 18265, 18271.2, 18271.2, 18271.2, 18271.2, 3351.27, 379.745, 1253.99, 1254.05, 1253.99, 1330.27, 1330.27, 1330.27, 2928.84, 2682.89, 245.953,
12.036, 3000, 0.01, 46000, 70, 18277.4, 18267.9, 18275.1, 18275.2, 18275.2, 18275.2, 3350.93, 381.789, 1254.44, 1254.48, 1254.44, 1330.27, 1330.27, 1330.27, 2928.16, 2682.24, 245.917,
12.042, 3000, 0.01, 46000, 70, 18281.8, 18271, 18279, 18279.1, 18279.1, 18279.1, 3350.52, 384.118, 1254.94, 1254.95, 1254.94, 1330.27, 1330.27, 1330.27, 2927.47, 2681.59, 245.878,
12.048, 3000, 0.01, 46000, 70, 18286.2, 18274.3, 18282.9, 18283, 18283, 18283, 3350.01, 386.652, 1255.45, 1255.44, 1255.45, 1330.27, 1330.27, 1330.27, 2926.78, 2680.94, 245.837,
12.054, 3000, 0.01, 46000, 70, 18290.6, 18278, 18286.7, 18286.8, 18286.8, 18286.8, 3349.42, 389.305, 1255.95, 1255.92, 1255.95, 1330.27, 1330.27, 1330.27, 2926.09, 2680.3, 245.791,
12.06, 3000, 0.01, 46000, 70, 18295, 18281.8, 18290.6, 18290.7, 18290.7, 18290.7, 3348.74, 391.988, 1256.42, 1256.36, 1256.42, 1330.27, 1330.27, 1330.27, 2925.39, 2679.65, 245.743,
12.066, 3000, 0.01, 46000, 70, 18299.4, 18286, 18294.4, 18294.5, 18294.5, 18294.5, 3347.97, 394.613, 1256.81, 1256.76, 1256.81, 1330.27, 1330.27, 1330.27, 2924.69, 2679, 245.691,
12.072, 3000, 0.01, 46000, 70, 18303.8, 18290.4, 18298.2, 18298.3, 18298.3, 18298.3, 3347.1, 397.099, 1257.12, 1257.08, 1257.12, 1330.27, 1330.27, 1330.27, 2923.99, 2678.36, 245.635,
12.078, 3000, 0.01, 46000, 70, 18308.2, 18295, 18302, 18302, 18302, 18302, 3346.13, 399.368, 1257.32, 1257.3, 1257.32, 1330.27, 1330.27, 1330.27, 2923.29, 2677.72, 245.576,
12.084, 3000, 0.01, 46000, 70, 18312.6, 18299.8, 18305.8, 18305.8, 18305.8, 18305.8, 3345.07, 401.353, 1257.39, 1257.4, 1257.39, 1330.27, 1330.27, 1330.27, 2922.59, 2677.07, 245.514,
12.09, 3000, 0.01, 46000, 70, 18317, 18304.8, 18309.6, 18309.6, 18309.6, 18309.6, 3343.91, 402.998, 1257.33, 1257.37, 1257.33, 1330.27, 1330.27, 1330.27, 2921.88, 2676.43, 245.449,
12.096, 3000, 0.01, 46000, 70, 18321.4, 18309.9, 18313.4, 18313.3, 18313.4, 18313.3, 3342.65, 404.262, 1257.13, 1257.18, 1257.13, 1330.27, 1330.27, 1330.27, 2921.17, 2675.79, 245.382,
12.102, 3000, 0.01, 46000, 70, 18325.8, 18315.1, 18317.2, 18317.1, 18317.1, 18317.1, 3341.31, 405.115, 1256.78, 1256.84, 1256.78, 1330.27, 1330.27, 1330.27, 2920.46, 2675.15, 245.314,
12.108, 3000, 0.01, 46000, 70, 18330.1, 18320.4, 18321.1, 18321, 18320.9, 18321, 3339.88, 405.543, 1256.3, 1256.34, 1256.3, 1330.27, 1330.27, 1330.27, 2919.76, 2674.51, 245.244,
12.114, 3000, 0.01, 46000, 70, 18334.5, 18325.6, 18324.9, 18324.8, 18324.8, 18324.8, 3338.36, 405.549, 1255.68, 1255.7, 1255.68, 1330.27, 1330.27, 1330.27, 2919.05, 2673.88, 245.174,
12.12, 3000, 0.01, 46000, 70, 18338.8, 18330.8, 18328.8, 18328.7, 18328.7, 18328.7, 3336.77, 405.148, 1254.93, 1254.92, 1254.93, 1330.27, 1330.27, 1330.27, 2918.35, 2673.24, 245.104,
12.126, 3000, 0.01, 46000, 70, 18343.1, 18335.9, 18332.8, 18332.6, 18332.6, 18332.6, 3335.12, 404.371, 1254.06, 1254.03, 1254.06, 1330.27, 1330.27, 1330.27, 2917.64, 2672.61, 245.035,
12.132, 3000, 0.01, 46000, 70, 18347.5, 18340.9, 18336.8, 18336.6, 18336.6, 18336.6, 3333.4, 403.26, 1253.1, 1253.05, 1253.1, 1330.27, 1330.27, 1330.27, 2916.94, 2671.98, 244.967,
12.138, 3000, 0.01, 46000, 70, 18351.8, 18345.7, 18340.8, 18340.6, 18340.6, 18340.6, 3331.63, 401.868, 1252.06, 1252, 1252.06, 1330.27, 1330.27, 1330.27, 2916.25, 2671.35, 244.9,
12.144, 3000, 0.01, 46000, 70, 18356.1, 18350.4, 18344.9, 18344.6, 18344.7, 18344.6, 3329.82, 400.258, 1250.96, 1250.91, 1250.96, 1330.27, 1330.27, 1330.27, 2915.55, 2670.72, 244.835,
12.15, 3000, 0.01, 46000, 70, 18360.4, 18354.9, 18349, 18348.8, 18348.8, 18348.8, 3327.98, 398.497, 1249.82, 1249.8, 1249.82, 1330.27, 1330.27, 1330.27, 2914.87, 2670.09, 244.773,
12.156, 3000, 0.01, 46000, 70, 18364.7, 18359.2, 18353.2, 18353, 18353, 18353, 3326.11, 396.658, 1248.69, 1248.69, 1248.69, 1330.27, 1330.27, 1330.27, 2914.18, 2669.47, 244.712,
12.162, 3000, 0.01, 46000, 70, 18369, 18363.4, 18357.4, 18357.2, 18357.2, 18357.2, 3324.24, 394.813, 1247.57, 1247.61, 1247.57, 1330.27, 1330.27, 1330.27, 2913.5, 2668.84, 244.655,
12.168, 3000, 0.01, 46000, 70, 18373.2, 18367.3, 18361.7, 18361.5, 18361.5, 18361.5, 3322.36, 393.036, 1246.51, 1246.56, 1246.51, 1330.27, 1330.27, 1330.27, 2912.82, 2668.22, 244.6,
12.174, 3000, 0.01, 46000, 70, 18377.5, 18371.1, 18366.1, 18365.9, 18365.9, 18365.9, 3320.5, 391.394, 1245.52, 1245.57, 1245.52, 1330.27, 1330.27, 1330.27, 2912.15, 2667.6, 244.547,
12.18, 3000, 0.01, 46000, 70, 18381.8, 18374.8, 18370.5, 18370.3, 18370.3, 18370.3, 3318.64, 389.949, 1244.61, 1244.66, 1244.61, 1330.27, 1330.27, 1330.27, 2911.48, 2666.98, 244.496,
12.186, 3000, 0.01, 46000, 70, 18386, 18378.3, 18374.9, 18374.7, 18374.7, 18374.7, 3316.82, 388.755, 1243.82, 1243.84, 1243.82, 1330.27, 1330.27, 1330.27, 2910.81, 2666.36, 244.448,
12.192, 3000, 0.01, 46000, 70, 18390.3, 18381.8, 18379.4, 18379.2, 18379.2, 18379.2, 3315.03, 387.857, 1243.14, 1243.14, 1243.14, 1330.27, 1330.27, 1330.27, 2910.15, 2665.75, 244.401,
12.198, 3000, 0.01, 46000, 70, 18394.5, 18385.2, 18383.8, 18383.8, 18383.7, 18383.8, 3313.27, 387.286, 1242.58, 1242.55, 1242.58, 1330.27, 1330.27, 1330.27, 2909.49, 2665.13, 244.355,
12.204, 3000, 0.01, 46000, 70, 18398.7, 18388.5, 18388.4, 18388.3, 18388.3, 18388.3, 3311.56, 387.064, 1242.15, 1242.1, 1242.15, 1330.27, 1330.27, 1330.27, 2908.83, 2664.52, 244.31,
12.21, 3000, 0.01, 46000, 70, 18402.9, 18391.9, 18392.9, 18392.9, 18392.9, 18392.9, 3309.9, 387.199, 1241.84, 1241.78, 1241.84, 1330.27, 1330.27, 1330.27, 2908.17, 2663.91, 244.265,
12.216, 3000, 0.01, 46000, 70, 18407.2, 18395.3, 18397.5, 18397.4, 18397.4, 18397.4, 3308.3, 387.685, 1241.65, 1241.6, 1241.65, 1330.27, 1330.27, 1330.27, 2907.52, 2663.29, 244.22,
12.222, 3000, 0.01, 46000, 70, 18411.4, 18398.8, 18402, 18402, 18402, 18402, 3306.75, 388.507, 1241.57, 1241.54, 1241.57, 1330.27, 1330.27, 1330.27, 2906.86, 2662.68, 244.175,
12.228, 3000, 0.01, 46000, 70, 18415.6, 18402.5, 18406.6, 18406.6, 18406.6, 18406.6, 3305.26, 389.636, 1241.59, 1241.59, 1241.59, 1330.27, 1330.27, 1330.27, 2906.2, 2662.07, 244.128,
12.234, 3000, 0.01, 46000, 70, 18419.8, 18406.2, 18411.2, 18411.2, 18411.2, 18411.2, 3303.82, 391.032, 1241.71, 1241.73, 1241.71, 1330.27, 1330.27, 1330.27, 2905.55, 2661.47, 244.08,
12.24, 3000, 0.01, 46000, 70, 18424, 18410.1, 18415.7, 18415.8, 18415.8, 18415.8, 3302.45, 392.649, 1241.89, 1241.94, 1241.89, 1330.27, 1330.27, 1330.27, 2904.89, 2660.86, 244.03,
12.246, 3000, 0.01, 46000, 70, 18428.2, 18414.3, 18420.3, 18420.3, 18420.3, 18420.3, 3301.13, 394.431, 1242.14, 1242.2, 1242.14, 1330.27, 1330.27, 1330.27, 2904.23, 2660.25, 243.978,
12.252, 3000, 0.01, 46000, 70, 18432.4, 18418.6, 18424.8, 18424.9, 18424.9, 18424.9, 3299.87, 396.321, 1242.43, 1242.49, 1242.43, 1330.27, 1330.27, 1330.27, 2903.57, 2659.64, 243.924,
12.258, 3000, 0.01, 46000, 70, 18436.6, 18423, 18429.4, 18429.4, 18429.4, 18429.4, 3298.66, 398.255, 1242.75, 1242.78, 1242.75, 1330.27, 1330.27, 1330.27, 2902.9, 2659.04, 243.867,
12.264, 3000, 0.01, 46000, 70, 18440.8, 18427.7, 18433.9, 18433.9, 18433.9, 18433.9, 3297.51, 400.171, 1243.06, 1243.06, 1243.06, 1330.27, 1330.27, 1330.27, 2902.24, 2658.43, 243.808,
12.27, 3000, 0.01, 46000, 70, 18445, 18432.6, 18438.4, 18438.5, 18438.4, 18438.5, 3296.41, 402.008, 1243.35, 1243.33, 1243.35, 1330.27, 1330.27, 1330.27, 2901.57, 2657.83, 243.746,
12.276, 3000, 0.01, 46000, 70, 18449.2, 18437.6, 18442.9, 18442.9, 18442.9, 18442.9, 3295.36, 403.707, 1243.6, 1243.56, 1243.6, 1330.27, 1330.27, 1330.27, 2900.9, 2657.22, 243.681,
12.282, 3000, 0.01, 46000, 70, 18453.4, 18442.8, 18447.4, 18447.4, 18447.4, 18447.4, 3294.36, 405.218, 1243.8, 1243.74, 1243.8, 1330.27, 1330.27, 1330.27, 2900.23, 2656.62, 243.615,
12.288, 3000, 0.01, 46000, 70, 18457.6, 18448.1, 18451.9, 18451.9, 18451.9, 18451.9, 3293.41, 406.495, 1243.93, 1243.88, 1243.93, 1330.27, 1330.27, 1330.27, 2899.56, 2656.02, 243.546,
12.294, 3000, 0.01, 46000, 70, 18461.8, 18453.5, 18456.3, 18456.4, 18456.4, 18456.4, 3292.51, 407.502, 1243.98, 1243.95, 1243.98, 1330.27, 1330.27, 1330.27, 2898.89, 2655.41, 243.476,
12.3, 3000, 0.01, 46000, 70, 18465.9, 18459, 18460.8, 18460.8, 18460.8, 18460.8, 3291.65, 408.213, 1243.95, 1243.94, 1243.95, 1330.27, 1330.27, 1330.27, 2898.22, 2654.81, 243.405,
12.306, 3000, 0.01, 46000, 70, 18470.1, 18464.5, 18465.3, 18465.3, 18465.3, 18465.3, 3290.84, 408.611, 1243.84, 1243.86, 1243.84, 1330.27, 1330.27, 1330.27, 2897.54, 2654.21, 243.333,
12.312, 3000, 0.01, 46000, 70, 18474.3, 18470.1, 18469.8, 18469.8, 18469.8, 18469.8, 3290.08, 408.692, 1243.66, 1243.7, 1243.66, 1330.27, 1330.27, 1330.27, 2896.87, 2653.61, 243.26,
12.318, 3000, 0.01, 46000, 70, 18478.5, 18475.6, 18474.3, 18474.2, 18474.2, 18474.2, 3289.37, 408.461, 1243.4, 1243.46, 1243.4, 1330.27, 1330.27, 1330.27, 2896.19, 2653, 243.187,
12.324, 3000, 0.01, 46000, 70, 18482.7, 18481, 18478.8, 18478.7, 18478.7, 18478.7, 3288.71, 407.933, 1243.08, 1243.13, 1243.08, 1330.27, 1330.27, 1330.27, 2895.52, 2652.4, 243.115,
12.33, 3000, 0.01, 46000, 70, 18486.9, 18486.4, 18483.3, 18483.3, 18483.3, 18483.3, 3288.1, 407.135, 1242.71, 1242.75, 1242.71, 1330.27, 1330.27, 1330.27, 2894.84, 2651.8, 243.043,
